line,x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
14025,-0.275,0.99,-0.073,-56.372,-159.848,32.866
14026,-0.23,0.918,-0.087,-55.549,-154.482,35.213
14027,-0.187,0.862,-0.096,-54.482,-149.817,37.439
14028,-0.144,0.81,-0.099,-52.53,-144.085,38.902
14029,-0.082,0.764,-0.088,-50.03,-136.463,39.451
14030,-0.006,0.725,-0.068,-47.348,-126.006,38.811
14031,0.052,0.674,-0.058,-45.183,-115.091,37.104
14032,0.054,0.625,-0.067,-43.567,-105.732,35.061
14033,0.051,0.574,-0.076,-40.518,-98.11,33.323
14034,0.101,0.541,-0.079,-36.372,-90.671,31.616
14035,0.149,0.525,-0.082,-31.921,-81.098,29.055
14036,0.178,0.509,-0.095,-26.28,-69.512,26.006
14037,0.221,0.5,-0.102,-21.311,-55.274,22.622
14038,0.266,0.483,-0.099,-17.622,-38.933,19.146
14039,0.292,0.463,-0.087,-13.659,-24.36,15.305
14040,0.292,0.448,-0.073,-8.811,-11.951,10.945
14041,0.286,0.451,-0.055,-4.36,-0.854,6.829
14042,0.289,0.453,-0.037,1.372,9.848,3.293
14043,0.292,0.457,-0.021,8.171,20,0.152
14044,0.277,0.47,-0.025,14.207,30.396,-2.896
14045,0.268,0.482,-0.051,19.878,41.311,-5.61
14046,0.282,0.501,-0.072,24.482,52.622,-7.835
14047,0.294,0.515,-0.074,28.262,64.299,-11.372
14048,0.26,0.522,-0.066,31.829,75.671,-16.372
14049,0.236,0.53,-0.059,35.457,86.982,-21.28
14050,0.217,0.536,-0.056,38.628,99.543,-25.335
14051,0.174,0.551,-0.057,41.433,110.335,-29.451
14052,0.117,0.575,-0.068,43.415,119.482,-32.134
14053,0.085,0.609,-0.068,44.726,128.811,-34.421
14054,0.058,0.63,-0.076,46.799,134.97,-36.89
14055,-0.014,0.666,-0.086,47.561,136.738,-38.323
14056,-0.089,0.725,-0.099,47.53,138.323,-39.329
14057,-0.135,0.769,-0.105,49.055,145.915,-38.659
14058,-0.133,0.832,-0.125,51.098,157.226,-35.64
14059,-0.164,0.933,-0.147,51.28,168.933,-33.262
14060,-0.219,1.023,-0.167,51.341,177.652,-31.677
14061,-0.251,1.101,-0.19,51.707,184.939,-28.75
14062,-0.263,1.197,-0.178,51.037,193.963,-24.939
14063,-0.307,1.269,-0.164,50.274,203.872,-19.177
14064,-0.373,1.339,-0.141,50.457,209.665,-11.189
14065,-0.417,1.432,-0.104,49.543,213.049,-2.348
14066,-0.471,1.51,-0.07,50,214.329,6.677
14067,-0.528,1.589,-0.059,51.86,213.171,16.829
14068,-0.535,1.682,-0.059,52.652,214.909,27.012
14069,-0.528,1.749,-0.084,54.055,222.256,38.11
14070,-0.547,1.823,-0.126,51.982,232.53,51.067
14071,-0.571,1.872,-0.155,45.762,240.396,63.598
14072,-0.608,1.858,-0.14,37.927,241.86,74.909
14073,-0.647,1.787,-0.058,30.122,237.348,85.61
14074,-0.691,1.705,0.071,21.585,228.659,96.22
14075,-0.736,1.621,0.193,13.567,217.195,106.951
14076,-0.759,1.564,0.28,6.189,202.744,115.091
14077,-0.795,1.515,0.302,-1.555,186.616,120.976
14078,-0.815,1.45,0.265,-8.537,170.122,126.341
14079,-0.802,1.388,0.229,-15.396,156.707,131.067
14080,-0.776,1.325,0.203,-20.305,145.091,134.848
14081,-0.767,1.267,0.184,-22.896,132.287,137.561
14082,-0.749,1.216,0.188,-24.207,119.207,138.598
14083,-0.694,1.144,0.202,-23.994,106.646,137.47
14084,-0.649,1.08,0.219,-24.787,95.152,133.506
14085,-0.625,1.015,0.247,-25.152,85.701,126.555
14086,-0.563,0.936,0.278,-25.091,78.018,118.323
14087,-0.502,0.863,0.293,-25.061,72.043,110.366
14088,-0.471,0.797,0.268,-25.701,67.5,103.476
14089,-0.423,0.739,0.235,-26.616,60.61,96.22
14090,-0.426,0.699,0.202,-26.311,52.104,87.683
14091,-0.438,0.665,0.178,-25.183,44.878,79.238
14092,-0.382,0.623,0.171,-24.055,39.268,71.037
14093,-0.323,0.595,0.201,-24.665,35.427,62.713
14094,-0.285,0.554,0.238,-24.116,31.28,52.957
14095,-0.258,0.523,0.271,-23.232,25.945,42.53
14096,-0.244,0.512,0.304,-23.018,21.433,31.494
14097,-0.243,0.493,0.317,-22.378,16.22,19.97
14098,-0.257,0.47,0.313,-21.037,7.012,8.354
14099,-0.264,0.458,0.295,-20.518,-6.768,-2.256
14100,-0.247,0.443,0.278,-19.024,-20.305,-11.616
14101,-0.199,0.422,0.256,-15.305,-30.823,-19.848
14102,-0.161,0.437,0.231,-12.53,-35.579,-28.14
14103,-0.128,0.445,0.229,-10.61,-35.793,-36.372
14104,-0.116,0.438,0.231,-8.567,-35.305,-44.817
14105,-0.129,0.437,0.227,-5.945,-39.634,-52.896
14106,-0.157,0.451,0.224,-3.811,-50.122,-60.457
14107,-0.193,0.469,0.223,-1.25,-65.244,-67.805
14108,-0.228,0.479,0.23,3.14,-81.463,-74.878
14109,-0.243,0.49,0.206,9.482,-93.72,-81.25
14110,-0.248,0.539,0.17,13.354,-98.872,-88.567
14111,-0.252,0.579,0.133,15.549,-99.665,-97.165
14112,-0.256,0.595,0.109,17.043,-100.061,-104.756
14113,-0.279,0.628,0.108,16.524,-102.652,-111.28
14114,-0.332,0.655,0.135,16.89,-107.957,-117.348
14115,-0.382,0.694,0.138,18.018,-115.183,-122.47
14116,-0.434,0.779,0.116,17.713,-121.28,-127.134
14117,-0.465,0.895,0.097,16.159,-126.037,-131.189
14118,-0.465,1.008,0.1,14.573,-128.598,-132.683
14119,-0.474,1.137,0.118,12.195,-133.445,-132.439
14120,-0.523,1.262,0.146,9.695,-141.189,-131.25
14121,-0.563,1.356,0.178,7.896,-150.823,-127.561
14122,-0.585,1.472,0.219,4.878,-161.677,-122.744
14123,-0.619,1.57,0.229,1.951,-173.018,-117.012
14124,-0.656,1.652,0.195,-1.921,-181.585,-109.238
14125,-0.66,1.727,0.158,-8.201,-185.61,-99.604
14126,-0.626,1.771,0.132,-16.524,-187.348,-89.299
14127,-0.618,1.78,0.115,-24.451,-188.841,-77.683
14128,-0.603,1.752,0.114,-30.305,-192.256,-65.061
14129,-0.58,1.733,0.117,-35.64,-197.835,-54.268
14130,-0.568,1.698,0.107,-39.634,-202.378,-44.055
14131,-0.517,1.66,0.076,-42.866,-202.896,-33.598
14132,-0.469,1.634,0.031,-45.945,-199.695,-24.451
14133,-0.464,1.592,-0.018,-49.543,-194.085,-15.915
14134,-0.461,1.52,-0.044,-52.835,-186.372,-7.134
14135,-0.457,1.421,-0.057,-53.994,-178.354,1.982
14136,-0.432,1.335,-0.045,-53.811,-173.689,9.97
14137,-0.402,1.261,-0.035,-51.982,-171.829,16.616
14138,-0.375,1.199,-0.031,-50.396,-169.817,20.976
14139,-0.326,1.116,-0.031,-49.207,-165.335,24.268
14140,-0.262,1.023,-0.03,-49.604,-160.244,26.982
14141,-0.212,0.944,-0.027,-50.091,-155.122,28.78
14142,-0.172,0.868,-0.015,-50,-149.695,29.817
14143,-0.119,0.803,-0.007,-49.207,-143.994,30.671
14144,-0.056,0.76,0,-46.555,-138.445,31.28
14145,-0.016,0.746,-0.003,-43.689,-131.89,30.305
14146,0.009,0.726,-0.032,-41.006,-123.14,28.11
14147,0.053,0.688,-0.063,-38.811,-113.659,26.677
14148,0.075,0.649,-0.091,-36.22,-104.421,26.189
14149,0.093,0.615,-0.094,-33.018,-95.457,25.793
14150,0.135,0.572,-0.079,-27.927,-85.091,24.543
14151,0.189,0.545,-0.071,-21.951,-73.018,22.53
14152,0.229,0.539,-0.072,-16.982,-58.14,19.39
14153,0.277,0.517,-0.075,-12.195,-41.463,15.549
14154,0.308,0.49,-0.082,-8.14,-26.189,11.738
14155,0.303,0.479,-0.092,-4.451,-13.994,8.079
14156,0.291,0.462,-0.115,1.311,-4.421,5.305
14157,0.3,0.474,-0.14,6.616,5.03,3.506
14158,0.31,0.484,-0.145,12.957,17.226,1.463
14159,0.332,0.493,-0.143,19.146,31.829,-0.305
14160,0.347,0.513,-0.127,23.872,47.774,-2.348
14161,0.346,0.532,-0.117,28.872,63.659,-3.75
14162,0.354,0.545,-0.115,34.939,79.024,-4.421
14163,0.336,0.572,-0.135,40.945,92.317,-5.732
14164,0.292,0.615,-0.156,45.945,103.232,-7.195
14165,0.276,0.642,-0.166,51.524,113.78,-7.927
14166,0.26,0.662,-0.165,57.165,126.372,-9.146
14167,0.227,0.697,-0.163,61.494,139.39,-10.884
14168,0.185,0.721,-0.163,64.146,152.378,-12.134
14169,0.13,0.738,-0.175,66.372,163.689,-12.134
14170,0.071,0.783,-0.187,67.47,173.811,-10.823
14171,0.003,0.822,-0.191,69.36,181.921,-9.543
14172,-0.058,0.876,-0.194,70.183,187.409,-8.354
14173,-0.111,0.928,-0.193,70.61,191.159,-6.951
14174,-0.158,0.969,-0.2,71.921,193.293,-4.543
14175,-0.201,1.023,-0.212,72.439,195.701,-1.524
14176,-0.232,1.081,-0.225,72.622,199.665,2.561
14177,-0.263,1.152,-0.235,71.677,205.762,7.226
14178,-0.299,1.208,-0.222,70.427,212.012,12.348
14179,-0.36,1.257,-0.194,71.89,216.037,18.232
14180,-0.419,1.338,-0.174,74.695,218.232,24.39
14181,-0.452,1.426,-0.174,77.561,221.463,30.671
14182,-0.479,1.506,-0.192,79.878,225.732,38.384
14183,-0.487,1.585,-0.196,79.756,230.03,46.25
14184,-0.513,1.636,-0.192,77.866,232.5,53.354
14185,-0.565,1.673,-0.157,74.177,230.274,59.604
14186,-0.608,1.663,-0.069,70.854,222.896,66.677
14187,-0.608,1.646,0,68.049,213.14,75.305
14188,-0.599,1.664,0.043,64.604,203.75,82.47
14189,-0.608,1.693,0.034,59.756,195.518,89.268
14190,-0.606,1.721,-0.018,52.896,188.933,96.037
14191,-0.599,1.747,-0.059,43.293,184.36,100.244
14192,-0.594,1.733,-0.073,33.11,180.64,102.47
14193,-0.562,1.674,-0.057,24.299,176.006,105.122
14194,-0.546,1.616,-0.014,16.22,172.104,106.951
14195,-0.541,1.536,0.027,7.896,167.561,107.835
14196,-0.539,1.443,0.055,-1.402,158.994,107.561
14197,-0.561,1.344,0.094,-8.567,145.64,106.189
14198,-0.568,1.25,0.127,-12.043,130.213,104.085
14199,-0.514,1.189,0.149,-15.396,115.915,100.945
14200,-0.438,1.111,0.143,-17.774,103.598,97.805
14201,-0.379,1.013,0.116,-18.75,91.128,94.36
14202,-0.361,0.939,0.085,-20.701,79.848,88.902
14203,-0.346,0.869,0.077,-24.482,74.604,81.921
14204,-0.313,0.776,0.083,-27.134,74.909,76.189
14205,-0.283,0.7,0.105,-29.634,74.512,70.671
14206,-0.285,0.641,0.141,-31.616,69.39,63.963
14207,-0.289,0.589,0.167,-32.348,60.793,56.524
14208,-0.281,0.548,0.183,-33.232,52.409,48.476
14209,-0.26,0.519,0.188,-34.299,43.78,40.305
14210,-0.219,0.484,0.203,-34.238,34.482,32.805
14211,-0.173,0.469,0.207,-33.994,25.305,25.671
14212,-0.132,0.474,0.226,-35.061,16.799,17.043
14213,-0.135,0.469,0.264,-35.915,10.091,8.75
14214,-0.108,0.462,0.304,-34.482,1.707,1.28
14215,-0.097,0.475,0.33,-34.268,-8.293,-5.854
14216,-0.122,0.489,0.357,-33.75,-20.518,-13.201
14217,-0.126,0.487,0.377,-32.043,-36.25,-19.665
14218,-0.16,0.503,0.39,-30.549,-51.738,-25.579
14219,-0.168,0.498,0.391,-25.945,-65.823,-31.463
14220,-0.146,0.51,0.365,-20.61,-76.677,-37.896
14221,-0.144,0.542,0.319,-16.616,-84.024,-45.915
14222,-0.137,0.531,0.259,-11.799,-89.512,-54.482
14223,-0.141,0.531,0.205,-7.317,-92.805,-63.72
14224,-0.146,0.536,0.16,-3.293,-95.091,-72.835
14225,-0.16,0.542,0.113,-0.091,-96.768,-82.012
14226,-0.195,0.564,0.104,2.53,-97.805,-91.89
14227,-0.221,0.588,0.107,4.665,-98.872,-101.28
14228,-0.252,0.61,0.13,5.579,-101.494,-109.634
14229,-0.306,0.629,0.183,6.738,-109.451,-116.921
14230,-0.376,0.677,0.219,7.378,-122.195,-123.78
14231,-0.429,0.754,0.229,7.561,-135.793,-130
14232,-0.437,0.825,0.217,6.707,-146.982,-135.366
14233,-0.448,0.907,0.183,3.902,-156.341,-139.329
14234,-0.483,1,0.145,0.884,-165.701,-142.439
14235,-0.519,1.078,0.104,-0.793,-173.872,-144.573
14236,-0.544,1.17,0.077,-3.476,-178.506,-146.616
14237,-0.573,1.255,0.057,-7.134,-180.61,-148.415
14238,-0.625,1.319,0.042,-10.945,-183.476,-148.354
14239,-0.691,1.371,0.037,-13.476,-191.189,-145.976
14240,-0.77,1.415,0.013,-14.726,-202.409,-141.433
14241,-0.833,1.467,-0.057,-14.756,-211.982,-134.177
14242,-0.8,1.562,-0.147,-15.457,-215.213,-125.061
14243,-0.726,1.697,-0.218,-20.488,-211.25,-116.585
14244,-0.663,1.787,-0.236,-28.018,-203.232,-108.78
14245,-0.589,1.788,-0.171,-34.756,-196.982,-100.945
14246,-0.557,1.737,-0.074,-40.762,-198.628,-91.951
14247,-0.587,1.676,0.035,-44.238,-208.232,-82.378
14248,-0.58,1.632,0.097,-45.091,-220.854,-73.689
14249,-0.561,1.627,0.062,-45.427,-225.945,-65.64
14250,-0.514,1.654,-0.066,-47.378,-219.268,-56.067
14251,-0.418,1.688,-0.169,-52.378,-202.043,-45.732
14252,-0.339,1.665,-0.208,-55.945,-182.713,-35.274
14253,-0.322,1.594,-0.182,-58.506,-168.018,-24.695
14254,-0.332,1.484,-0.11,-60.945,-162.591,-15.305
14255,-0.359,1.363,-0.036,-62.287,-166.677,-6.402
14256,-0.373,1.267,0.026,-61.86,-174.146,0.854
14257,-0.336,1.19,0.072,-58.11,-178.049,6.128
14258,-0.272,1.137,0.08,-54.482,-175.366,9.665
14259,-0.26,1.095,0.029,-51.799,-166.28,11.25
14260,-0.236,1.022,-0.062,-48.75,-153.293,13.78
14261,-0.179,0.954,-0.139,-47.165,-137.226,17.47
14262,-0.139,0.887,-0.175,-47.073,-120.091,20.366
14263,-0.099,0.797,-0.157,-46.982,-104.573,22.561
14264,-0.052,0.701,-0.112,-47.713,-93.11,24.177
14265,-0.021,0.623,-0.049,-47.226,-86.951,24.909
14266,0.021,0.577,0.002,-45.213,-85.244,24.36
14267,0.058,0.568,0.023,-43.079,-81.646,22.683
14268,0.095,0.57,0.023,-41.037,-72.226,20.122
14269,0.146,0.565,-0.003,-39.39,-57.927,18.049
14270,0.181,0.545,-0.044,-36.951,-42.043,17.47
14271,0.198,0.533,-0.077,-34.695,-27.043,18.262
14272,0.223,0.527,-0.082,-32.256,-13.902,19.116
14273,0.242,0.51,-0.066,-28.689,-2.439,18.811
14274,0.244,0.494,-0.043,-24.36,8.201,17.866
14275,0.254,0.482,-0.023,-18.963,19.756,16.921
14276,0.274,0.484,-0.008,-13.994,33.018,15.884
14277,0.281,0.487,0.003,-9.482,47.012,14.726
14278,0.29,0.484,0.013,-5.03,60.945,14.787
14279,0.281,0.476,0.026,0.396,73.079,14.482
14280,0.252,0.477,0.038,7.226,81.768,13.628
14281,0.24,0.494,0.028,14.024,89.604,12.409
14282,0.22,0.516,0.018,20.061,100.396,10.396
14283,0.202,0.533,0.012,25.61,113.78,8.171
14284,0.192,0.538,0.002,31.555,128.933,7.073
14285,0.164,0.557,-0.008,38.11,144.36,6.037
14286,0.124,0.579,-0.016,45.549,158.506,5.274
14287,0.08,0.631,-0.025,50.884,169.939,4.756
14288,0.028,0.682,-0.031,56.067,179.238,4.055
14289,-0.037,0.745,-0.013,60.152,184.421,3.262
14290,-0.12,0.805,0.013,62.774,186.098,2.47
14291,-0.226,0.825,0.023,67.104,187.744,4.146
14292,-0.318,0.885,0.032,71.829,189.909,8.811
14293,-0.38,0.973,0.039,78.811,193.293,16.616
14294,-0.389,1.079,0.017,87.683,197.378,27.439
14295,-0.404,1.241,-0.042,92.317,200.549,37.896
14296,-0.442,1.414,-0.07,91.768,202.774,45.274
14297,-0.444,1.496,-0.042,91.006,203.384,49.939
14298,-0.452,1.518,0.014,91.28,204.665,55.793
14299,-0.492,1.534,0.056,93.14,207.774,63.506
14300,-0.528,1.574,0.021,96.037,212.53,73.75
14301,-0.528,1.691,-0.021,92.835,217.988,80.823
14302,-0.575,1.754,-0.045,86.402,225.518,86.128
14303,-0.625,1.764,-0.076,79.482,231.463,93.384
14304,-0.646,1.772,-0.058,69.817,232.744,99.36
14305,-0.71,1.709,-0.012,60.335,226.799,105.579
14306,-0.745,1.621,0.029,52.561,212.53,112.439
14307,-0.744,1.593,0.048,43.201,193.75,116.037
14308,-0.745,1.562,0.064,35.183,177.652,116.768
14309,-0.699,1.517,0.071,27.348,170.396,116.372
14310,-0.633,1.467,0.069,17.439,170.64,115.884
14311,-0.603,1.384,0.056,8.445,170.64,116.372
14312,-0.605,1.303,0.053,0.396,165.976,116.22
14313,-0.623,1.225,0.073,-5.976,155.396,113.963
14314,-0.632,1.151,0.091,-10.244,141.829,110.366
14315,-0.616,1.084,0.097,-14.36,130.701,106.006
14316,-0.587,1.013,0.098,-17.927,122.683,101.921
14317,-0.566,0.955,0.111,-22.195,114.695,98.11
14318,-0.585,0.895,0.131,-25.122,106.128,93.11
14319,-0.589,0.826,0.149,-25.732,97.012,87.713
14320,-0.569,0.772,0.164,-25.091,90.701,82.835
14321,-0.528,0.743,0.162,-23.72,85.61,78.659
14322,-0.48,0.742,0.164,-23.567,80.396,74.146
14323,-0.444,0.724,0.203,-24.085,72.805,68.963
14324,-0.41,0.667,0.251,-22.835,61.463,62.927
14325,-0.383,0.631,0.294,-21.402,48.506,56.25
14326,-0.34,0.609,0.327,-20.335,36.463,48.384
14327,-0.29,0.578,0.337,-19.39,25.915,40.305
14328,-0.261,0.56,0.34,-19.207,16.098,31.768
14329,-0.257,0.543,0.34,-19.299,7.317,23.11
14330,-0.235,0.515,0.333,-18.75,-1.189,14.329
14331,-0.24,0.504,0.316,-17.47,-10.884,5.183
14332,-0.258,0.494,0.299,-15.335,-20,-1.982
14333,-0.235,0.477,0.285,-12.317,-26.098,-8.415
14334,-0.212,0.494,0.284,-10.518,-31.402,-16.159
14335,-0.201,0.501,0.293,-10.091,-40.183,-23.415
14336,-0.201,0.488,0.296,-8.506,-52.957,-30.152
14337,-0.189,0.488,0.293,-5.152,-66.951,-37.226
14338,-0.165,0.512,0.284,-1.555,-77.348,-45.335
14339,-0.155,0.532,0.247,2.195,-83.262,-53.506
14340,-0.152,0.561,0.178,6.006,-84.695,-61.159
14341,-0.144,0.601,0.108,8.933,-83.079,-68.902
14342,-0.154,0.631,0.067,12.012,-80.671,-75.945
14343,-0.182,0.646,0.052,14.909,-82.012,-82.683
14344,-0.246,0.667,0.073,17.195,-89.085,-90.396
14345,-0.354,0.689,0.097,19.329,-100.64,-97.988
14346,-0.439,0.705,0.115,22.835,-113.963,-105.305
14347,-0.479,0.738,0.104,27.652,-125.061,-110.884
14348,-0.487,0.812,0.059,29.299,-132.5,-114.878
14349,-0.472,0.883,0.025,28.902,-136.463,-118.537
14350,-0.469,0.935,0.012,27.988,-139.268,-120.274
14351,-0.487,0.997,0.008,25.671,-143.018,-121.433
14352,-0.517,1.065,0.028,22.927,-151.86,-122.195
14353,-0.566,1.144,0.043,20.945,-165.335,-122.744
14354,-0.609,1.229,0.026,20.152,-179.543,-121.585
14355,-0.62,1.356,-0.008,18.201,-190.915,-117.957
14356,-0.618,1.511,-0.04,12.622,-199.299,-114.024
14357,-0.617,1.626,-0.047,2.927,-205.671,-109.329
14358,-0.576,1.678,-0.063,-4.695,-208.201,-102.043
14359,-0.549,1.676,-0.045,-8.049,-203.872,-90.244
14360,-0.647,1.742,-0.045,-12.835,-207.744,-78.994
14361,-0.656,1.793,-0.122,-19.268,-217.988,-69.634
14362,-0.551,1.783,-0.172,-27.043,-221.555,-57.622
14363,-0.479,1.792,-0.18,-35.244,-220.457,-48.476
14364,-0.406,1.765,-0.18,-42.378,-215.976,-39.726
14365,-0.326,1.729,-0.163,-50.03,-208.78,-32.104
14366,-0.3,1.668,-0.121,-55.244,-203.171,-26.128
14367,-0.298,1.581,-0.067,-57.805,-198.963,-19.604
14368,-0.296,1.507,-0.038,-60.03,-193.537,-12.957
14369,-0.311,1.448,-0.028,-62.409,-187.957,-6.951
14370,-0.335,1.381,-0.042,-63.841,-183.14,-0.488
14371,-0.335,1.318,-0.082,-64.36,-179.817,6.677
14372,-0.345,1.264,-0.112,-63.841,-177.043,12.866
14373,-0.341,1.188,-0.126,-61.768,-172.591,18.598
14374,-0.276,1.089,-0.146,-58.567,-166.341,25.183
14375,-0.198,1.013,-0.178,-55.213,-158.628,31.402
14376,-0.117,0.957,-0.19,-53.567,-149.085,35.518
14377,-0.029,0.88,-0.186,-52.012,-138.902,37.774
14378,0.039,0.809,-0.183,-49.878,-130.274,39.299
14379,0.074,0.757,-0.172,-47.165,-121.463,39.085
14380,0.092,0.712,-0.163,-44.543,-108.811,38.11
14381,0.132,0.665,-0.158,-42.866,-93.78,37.256
14382,0.178,0.62,-0.14,-40.549,-78.293,36.829
14383,0.201,0.574,-0.112,-37.683,-64.848,36.433
14384,0.192,0.542,-0.088,-33.628,-54.756,35.366
14385,0.194,0.536,-0.073,-30.274,-45.579,32.927
14386,0.216,0.531,-0.057,-27.561,-36.28,28.994
14387,0.226,0.511,-0.068,-23.841,-26.799,25.884
14388,0.242,0.503,-0.081,-20.366,-15.305,23.384
14389,0.266,0.5,-0.082,-17.134,-1.768,20.701
14390,0.262,0.502,-0.07,-14.36,12.805,17.866
14391,0.243,0.497,-0.045,-11.555,25.213,14.939
14392,0.236,0.493,-0.018,-8.445,34.116,13.11
14393,0.222,0.497,0.015,-5.091,40.854,11.067
14394,0.192,0.501,0.045,-1.89,44.909,7.927
14395,0.162,0.508,0.054,0.122,45.854,4.055
14396,0.124,0.516,0.048,2.47,44.695,-1.128
14397,0.085,0.527,0.02,5.518,42.896,-6.768
14398,0.071,0.552,-0.015,9.207,44.665,-11.616
14399,0.091,0.576,-0.022,13.232,56.463,-14.909
14400,0.167,0.573,0.012,17.957,77.409,-14.939
14401,0.237,0.566,0.047,23.537,99.207,-13.902
14402,0.167,0.579,0.062,28.293,113.323,-15
14403,0.034,0.61,0.066,32.744,116.677,-17.317
14404,-0.005,0.654,0.078,36.25,115.915,-20.03
14405,-0.011,0.701,0.091,40.457,116.585,-22.896
14406,-0.049,0.753,0.061,45.915,120.305,-24.421
14407,-0.093,0.828,0.018,50.488,129.512,-24.604
14408,-0.11,0.909,-0.015,54.36,145,-22.713
14409,-0.087,0.994,-0.042,58.811,164.817,-17.348
14410,-0.09,1.123,-0.063,61.189,185.884,-9.573
14411,-0.15,1.235,-0.064,63.567,202.774,-1.189
14412,-0.226,1.327,-0.05,66.341,211.768,8.049
14413,-0.292,1.433,-0.023,65.671,212.866,16.189
14414,-0.377,1.505,0.031,63.872,209.421,22.896
14415,-0.449,1.517,0.075,66.189,206.829,33.11
14416,-0.456,1.555,0.085,69.146,208.75,46.86
14417,-0.433,1.632,0.056,68.354,213.933,60.396
14418,-0.438,1.689,-0.007,65,218.811,73.079
14419,-0.45,1.713,-0.062,61.128,221.28,84.665
14420,-0.435,1.733,-0.071,53.963,220.732,92.53
14421,-0.436,1.71,-0.033,47.439,217.957,98.354
14422,-0.439,1.655,0.002,42.988,215.335,105.366
14423,-0.438,1.628,0.021,38.323,215.03,112.5
14424,-0.459,1.604,0.016,33.933,214.512,118.78
14425,-0.488,1.584,0.002,27.165,210.488,123.598
14426,-0.513,1.549,0.021,19.146,201.677,125.549
14427,-0.528,1.482,0.059,12.774,190.518,125.335
14428,-0.546,1.405,0.116,6.738,180.549,123.78
14429,-0.568,1.316,0.177,1.311,171.829,122.165
14430,-0.585,1.252,0.224,-2.835,163.201,120.854
14431,-0.573,1.193,0.245,-6.372,153.902,120.213
14432,-0.563,1.118,0.245,-9.207,143.384,119.482
14433,-0.573,1.048,0.236,-11.189,130.579,118.354
14434,-0.541,0.984,0.231,-12.866,116.159,115.701
14435,-0.47,0.92,0.232,-14.634,100.488,111.677
14436,-0.435,0.866,0.251,-16.128,85.335,106.189
14437,-0.392,0.79,0.287,-14.573,72.835,100.183
14438,-0.326,0.732,0.315,-13.262,64.207,93.598
14439,-0.288,0.703,0.34,-12.134,60.03,85.549
14440,-0.264,0.659,0.339,-9.604,57.866,76.677
14441,-0.243,0.62,0.322,-7.439,56.006,68.262
14442,-0.22,0.582,0.304,-6.037,52.226,60.732
14443,-0.21,0.537,0.277,-3.963,44.512,53.384
14444,-0.221,0.505,0.242,-1.25,34.573,45.274
14445,-0.215,0.491,0.219,0.976,25.274,37.104
14446,-0.161,0.48,0.218,2.774,18.293,28.415
14447,-0.131,0.463,0.219,3.262,13.476,18.659
14448,-0.142,0.437,0.219,3.476,7.896,8.628
14449,-0.161,0.426,0.228,4.055,1.402,-1.189
14450,-0.179,0.433,0.24,5.488,-5.762,-11.037
14451,-0.209,0.436,0.242,7.104,-12.073,-20.305
14452,-0.225,0.446,0.239,7.561,-19.512,-28.537
14453,-0.218,0.454,0.253,8.689,-29.421,-36.372
14454,-0.204,0.458,0.268,11.006,-41.128,-44.146
14455,-0.215,0.468,0.274,12.896,-53.567,-51.738
14456,-0.218,0.493,0.278,15.427,-65.122,-59.421
14457,-0.197,0.536,0.28,16.86,-73.628,-67.744
14458,-0.216,0.573,0.261,17.043,-79.817,-76.433
14459,-0.264,0.593,0.229,18.354,-87.744,-83.902
14460,-0.283,0.642,0.218,18.384,-97.317,-90.335
14461,-0.305,0.689,0.21,20.213,-106.768,-96.128
14462,-0.334,0.727,0.181,24.329,-115.213,-99.939
14463,-0.346,0.795,0.116,27.683,-121.829,-102.866
14464,-0.349,0.875,0.073,28.354,-125.793,-106.433
14465,-0.357,0.927,0.067,28.293,-128.201,-110.183
14466,-0.358,0.95,0.056,31.037,-129.177,-111.25
14467,-0.346,1.002,0.014,35.762,-128.689,-109.695
14468,-0.333,1.094,-0.056,38.659,-127.744,-107.012
14469,-0.327,1.189,-0.116,38.628,-129.146,-104.848
14470,-0.343,1.254,-0.127,34.848,-133.933,-104.207
14471,-0.359,1.283,-0.077,26.921,-142.53,-104.726
14472,-0.394,1.272,0.001,19.268,-152.439,-105
14473,-0.455,1.274,0.05,14.482,-160.488,-103.079
14474,-0.488,1.344,0.064,8.75,-163.506,-99.604
14475,-0.499,1.454,0.047,1.707,-161.738,-94.207
14476,-0.518,1.567,0.027,-4.878,-159.604,-88.14
14477,-0.557,1.684,0.02,-15.488,-161.22,-82.195
14478,-0.606,1.754,0.018,-28.079,-167.988,-77.652
14479,-0.643,1.751,0.035,-38.933,-179.238,-72.47
14480,-0.668,1.707,0.047,-43.689,-192.104,-63.841
14481,-0.629,1.71,0.03,-46.524,-201.738,-53.72
14482,-0.566,1.746,-0.001,-53.049,-206.28,-45.457
14483,-0.529,1.73,-0.044,-59.634,-207.226,-38.506
14484,-0.479,1.67,-0.082,-63.902,-204.878,-30.915
14485,-0.402,1.623,-0.111,-68.659,-199.36,-23.506
14486,-0.35,1.564,-0.126,-72.622,-193.018,-17.713
14487,-0.327,1.475,-0.139,-74.878,-188.78,-10.396
14488,-0.279,1.383,-0.149,-74.787,-183.872,-1.341
14489,-0.208,1.307,-0.14,-72.287,-178.262,6.585
14490,-0.195,1.259,-0.131,-71.524,-172.134,11.494
14491,-0.222,1.178,-0.148,-69.421,-165.64,14.726
14492,-0.191,1.075,-0.16,-66.037,-157.805,18.933
14493,-0.137,0.985,-0.158,-62.927,-146.494,22.774
