line,x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
2083,-0.868,0.544,-0.132,127.317,-17.165,-157.652
2084,-0.837,0.561,-0.131,133.049,5.366,-150.579
2085,-0.882,0.559,-0.163,136.463,20.884,-141.311
2086,-0.864,0.61,-0.219,141.128,26.951,-129.329
2087,-0.782,0.701,-0.265,143.628,30.732,-117.043
2088,-0.75,0.794,-0.294,141.098,36.921,-105.396
2089,-0.791,0.865,-0.339,134.695,40.366,-94.146
2090,-0.892,0.887,-0.376,123.476,37.226,-84.787
2091,-0.988,0.85,-0.387,110.335,27.805,-75.976
2092,-1.032,0.833,-0.384,99.543,15.061,-63.445
2093,-1.123,0.866,-0.413,86.494,6.402,-49.451
2094,-1.291,0.874,-0.416,67.713,8.902,-38.659
2095,-1.469,0.828,-0.408,45.701,21.067,-29.482
2096,-1.944,0.866,-0.445,21.646,26.159,-11.677
2097,-2.347,0.622,-0.35,-29.939,-4.177,24.573
2098,-1.873,0.121,-0.187,-69.299,-11.524,3.628
2099,-1.835,0.006,-0.033,-54.39,-45.244,21.738
2100,-1.833,-0.14,0.033,-66.921,-60.335,49.939
2101,-1.857,-0.3,0.072,-72.348,-77.866,54.726
2102,-1.548,-0.351,0.078,-62.988,-90.152,46.951
2103,-1.17,-0.369,0.094,-59.756,-81.037,26.494
2104,-0.937,-0.329,0.128,-58.476,-50.915,6.037
2105,-0.854,-0.22,0.135,-56.89,-17.988,-9.634
2106,-0.863,-0.103,0.101,-58.354,3.506,-21.189
2107,-0.851,-0.04,0.096,-62.744,14.817,-32.287
2108,-0.75,-0.014,0.129,-67.012,18.323,-45.701
2109,-0.596,0.083,0.137,-63.506,16.524,-57.53
2110,-0.426,0.328,0.088,-51.372,19.604,-62.256
2111,-0.261,0.72,-0.017,-34.634,36.311,-58.78
2112,-0.155,1.185,-0.09,-20.671,64.787,-50.976
2113,-0.132,1.486,-0.138,-23.628,99.482,-50.03
2114,-0.237,1.487,-0.18,-43.811,128.232,-58.293
2115,-0.504,1.413,-0.25,-61.921,137.134,-59.726
2116,-0.756,1.493,-0.376,-74.421,125.945,-47.835
2117,-0.877,1.652,-0.524,-88.598,103.415,-28.476
2118,-0.906,1.706,-0.619,-107.805,86.707,-4.512
2119,-1.014,1.611,-0.688,-134.573,84.939,21.524
2120,-1.293,1.455,-0.781,-163.567,84.543,45.305
2121,-1.696,1.264,-0.807,-189.97,67.317,65.61
2122,-1.929,1.079,-0.811,-209.787,40.244,85.976
2123,-1.939,0.947,-0.837,-219.543,16.25,110.854
2124,-1.925,0.981,-0.882,-216.89,17.53,144.085
2125,-2.059,1.083,-0.959,-213.994,47.561,179.756
2126,-2.413,1.12,-1.071,-214.878,77.744,207.622
2127,-2.941,1.056,-1.066,-220.488,81.22,228.628
2128,-3.553,0.811,-0.997,-225.366,46.341,245.488
2129,-3.989,0.461,-0.981,-214.97,-8.049,265.884
2130,-4.031,0.182,-1.024,-186.524,-35.671,299.756
2131,-3.992,0.172,-1.034,-147.744,-11.982,344.634
2132,-4.171,0.274,-1.075,-129.451,47.073,390.701
2133,-4.557,0.164,-1.118,-145.549,82.713,431.128
2134,-4.689,-0.175,-1.19,-169.36,47.165,465.427
2135,-4.173,-0.653,-1.377,-178.537,-33.72,484.787
2136,-2.886,-1.118,-1.367,-170.793,-73.689,484.085
2137,-1.469,-1.545,-1.344,-155.122,-33.415,465.457
2138,-0.762,-1.843,-1.051,-146.646,61.585,426.707
2139,-0.445,-1.9,-0.599,-139.329,170.061,365.122
2140,-0.437,-1.949,-0.42,-144.177,191.433,301.524
2141,-0.542,-2.109,-0.233,-157.409,133.018,240.152
2142,-0.323,-2.493,0.101,-159.634,17.195,165.03
2143,0.272,-2.827,0.265,-148.75,-121.28,96.311
2144,1.127,-2.867,0.482,-132.47,-189.695,32.683
2145,1.623,-2.8,0.91,-116.311,-147.835,-34.177
2146,1.197,-2.676,1.25,-98.262,-64.421,-89.024
2147,0.47,-2.486,1.309,-70,-18.323,-127.5
2148,0.005,-2.217,1.23,-29.299,-8.963,-161.25
2149,-0.515,-1.881,1.132,12.043,-5.976,-185.762
2150,-1.081,-1.509,0.92,48.506,-10.518,-194.939
2151,-1.483,-1.094,0.578,85.03,-28.963,-190.091
2152,-1.622,-0.646,0.326,117.317,-41.402,-181.28
2153,-1.65,-0.235,0.067,140.457,-42.073,-176.372
2154,-1.677,0.166,-0.343,161.037,-36.707,-169.665
2155,-1.727,0.625,-0.755,181.463,-22.195,-154.97
2156,-1.85,1.083,-1.104,187.988,0.762,-131.494
2157,-2.109,1.442,-1.34,171.402,8.476,-104.39
2158,-2.334,1.757,-1.462,144.939,-20.518,-77.47
2159,-2.227,2.1,-1.422,115.762,-73.841,-47.104
2160,-1.908,2.367,-1.206,76.402,-120.427,-17.226
2161,-1.682,2.46,-0.886,30.823,-137.927,3.079
2162,-1.63,2.358,-0.487,-8.537,-134.787,19.207
2163,-1.727,2.219,-0.164,-28.598,-134.268,40.793
2164,-1.766,2.133,0.1,-33.963,-136.921,70.457
2165,-1.704,2.039,0.283,-29.665,-139.299,104.329
2166,-1.629,1.936,0.354,-17.5,-140.091,136.372
2167,-1.471,1.753,0.339,-5.793,-138.78,163.872
2168,-1.26,1.505,0.272,2.5,-142.774,185.579
2169,-0.928,1.203,0.18,8.689,-150.762,197.165
2170,-0.548,0.869,0.064,10.61,-159.604,193.598
2171,-0.208,0.623,-0.006,11.037,-163.78,178.72
2172,0.119,0.451,-0.014,10.457,-163.659,153.598
2173,0.402,0.246,0,3.506,-159.482,115.884
2174,0.564,0.027,-0.011,-6.037,-150.915,73.75
2175,0.613,-0.144,0.021,-12.835,-145.579,32.256
2176,0.536,-0.293,0.047,-18.323,-153.506,-15.579
2177,0.387,-0.426,0.067,-21.098,-170.915,-69.482
2178,0.31,-0.534,0.087,-20.183,-186.128,-123.78
2179,0.242,-0.585,0.09,-14.268,-194.39,-172.226
2180,0.123,-0.586,0.049,-6.921,-186.677,-209.421
2181,0.042,-0.586,0.003,2.409,-161.799,-236.311
2182,-0.057,-0.575,-0.099,18.049,-128.201,-254.116
2183,-0.294,-0.538,-0.272,33.933,-92.104,-261.311
2184,-0.565,-0.526,-0.397,47.226,-62.866,-264.39
2185,-0.696,-0.5,-0.453,62.835,-47.104,-268.506
2186,-0.661,-0.372,-0.563,81.738,-42.591,-272.5
2187,-0.581,-0.178,-0.623,96.159,-40.945,-273.293
2188,-0.473,-0.02,-0.63,103.384,-30.793,-271.799
2189,-0.399,0.093,-0.666,106.463,-16.098,-270.213
2190,-0.391,0.163,-0.712,104.055,3.78,-267.652
2191,-0.391,0.234,-0.771,103.811,27.957,-265.274
2192,-0.35,0.374,-0.829,107.927,53.415,-265.884
2193,-0.26,0.547,-0.904,112.713,83.598,-269.207
2194,-0.193,0.719,-0.941,115.915,116.585,-271.402
2195,-0.252,0.815,-0.88,112.652,146.707,-273.78
2196,-0.376,0.822,-0.824,103.659,171.159,-276.341
2197,-0.409,0.832,-0.825,95.305,190.03,-274.268
2198,-0.49,0.937,-0.864,86.616,209.848,-265.762
2199,-0.678,1.171,-0.873,71.921,238.72,-256.189
2200,-0.923,1.403,-0.784,46.463,258.018,-254.726
2201,-1.321,1.572,-0.691,14.756,248.537,-257.378
2202,-1.727,1.683,-0.549,-16.738,205.64,-255.122
2203,-1.926,1.711,-0.331,-47.348,142.5,-241.372
2204,-2.023,1.618,-0.203,-76.037,99.604,-217.073
2205,-2.281,1.431,-0.188,-109.177,98.841,-190.274
2206,-2.474,1.273,-0.228,-134.634,112.134,-156.829
2207,-2.636,1.197,-0.273,-146.921,100.03,-115.305
2208,-2.757,1.122,-0.315,-153.323,68.384,-75.518
2209,-2.72,1.021,-0.315,-156.433,30.213,-40.213
2210,-2.489,0.902,-0.208,-159.848,10.823,-6.006
2211,-2.199,0.89,-0.132,-157.47,17.012,28.354
2212,-2.089,0.882,-0.14,-161.433,45.305,55.854
2213,-2.117,0.816,-0.298,-166.25,75.183,72.957
2214,-2.223,0.806,-0.555,-165.305,77.165,85.701
2215,-2.499,0.807,-0.808,-160.305,51.921,95.335
2216,-2.813,0.793,-0.96,-149.756,15.091,107.409
2217,-3.032,0.801,-1.135,-142.47,-8.049,127.317
2218,-3.283,0.771,-1.276,-152.5,5.03,155.945
2219,-3.61,0.726,-1.558,-166.006,36.768,201.494
2220,-4.144,0.75,-2.006,-185.579,52.317,255.823
2221,-4.63,0.58,-2.273,-214.543,36.463,302.439
2222,-4.691,0.245,-2.42,-230.549,-9.939,352.652
2223,-4.346,-0.145,-2.308,-250.03,-43.659,406.86
2224,-3.791,-0.571,-2.104,-267.104,-43.659,460.03
2225,-3.194,-0.846,-1.866,-276.707,-18.933,513.354
2226,-2.573,-1.238,-1.472,-301.189,9.97,539.146
2227,-1.617,-1.809,-1.132,-311.311,14.634,521.006
2228,-0.55,-2.324,-1.006,-293.079,-11.86,462.378
2229,0.184,-2.417,-0.724,-249.177,-22.012,378.262
2230,0.555,-2.131,-0.025,-197.866,2.927,305.335
2231,0.446,-2.104,0.44,-177.835,12.53,256.28
2232,0.294,-2.434,0.573,-166.616,-9.116,210.213
2233,0.601,-2.789,0.713,-139.634,-40.091,148.171
2234,0.992,-2.917,0.79,-111.159,-60.305,73.049
2235,1.146,-2.785,0.751,-84.726,-56.738,1.951
2236,0.948,-2.578,0.814,-61.128,-30.305,-58.445
2237,0.409,-2.359,0.771,-39.177,-12.287,-107.195
2238,-0.1,-2.078,0.695,-7.957,-21.86,-139.451
2239,-0.5,-1.647,0.704,27.927,-37.165,-156.707
2240,-0.813,-1.184,0.581,59.024,-38.628,-166.25
2241,-1.011,-0.769,0.366,86.982,-31.006,-171.677
2242,-1.155,-0.379,0.143,110.488,-23.354,-172.896
2243,-1.297,0.013,-0.095,127.896,-23.415,-172.348
2244,-1.443,0.427,-0.281,138.293,-32.866,-169.634
2245,-1.57,0.86,-0.386,141.098,-46.22,-163.354
2246,-1.665,1.26,-0.404,134.726,-58.415,-151.677
2247,-1.74,1.542,-0.348,121.768,-71.067,-135
2248,-1.794,1.685,-0.275,104.817,-83.872,-115.274
2249,-1.804,1.705,-0.226,88.78,-95.61,-95.732
2250,-1.828,1.672,-0.165,78.323,-105.945,-76.951
2251,-1.864,1.564,-0.118,69.97,-114.695,-59.299
2252,-1.837,1.312,-0.052,65.335,-127.348,-43.354
2253,-1.711,1.033,-0.014,67.896,-141.829,-30.976
2254,-1.502,0.887,-0.044,77.256,-151.829,-24.573
2255,-1.244,0.839,-0.072,85.793,-152.683,-25.701
2256,-0.978,0.739,-0.1,88.384,-145.854,-34.939
2257,-0.785,0.61,-0.117,87.409,-135.061,-43.14
2258,-0.809,0.498,-0.141,82.378,-128.201,-47.774
2259,-0.883,0.418,-0.152,72.104,-132.317,-57.53
2260,-0.863,0.327,-0.143,62.165,-154.024,-76.22
2261,-0.751,0.22,-0.165,57.226,-181.646,-100.091
2262,-0.557,0.161,-0.185,59.421,-199.238,-124.238
2263,-0.336,0.15,-0.183,65.762,-199.39,-146.677
2264,-0.179,0.118,-0.204,72.348,-180.396,-165.762
2265,-0.146,0.068,-0.249,80.427,-144.695,-180.701
2266,-0.177,0.057,-0.365,88.384,-101.22,-192.957
2267,-0.287,0.05,-0.462,93.293,-60.945,-205.244
2268,-0.433,0.127,-0.564,99.329,-28.659,-213.049
2269,-0.554,0.293,-0.697,104.207,-14.665,-216.098
2270,-0.642,0.429,-0.777,102.988,-12.866,-217.256
2271,-0.666,0.52,-0.771,96.921,-13.72,-214.756
2272,-0.673,0.566,-0.793,88.841,-14.085,-209.604
2273,-0.69,0.583,-0.776,80.122,-7.134,-199.848
2274,-0.684,0.608,-0.731,70.854,11.128,-185.122
2275,-0.711,0.662,-0.688,61.768,34.329,-170.183
2276,-0.751,0.736,-0.666,51.89,55.244,-157.012
2277,-0.765,0.858,-0.627,42.896,67.378,-144.085
2278,-0.787,0.963,-0.517,29.726,71.738,-132.226
2279,-0.834,0.991,-0.407,13.506,69.848,-123.811
2280,-0.891,0.981,-0.3,-1.28,63.232,-115.64
2281,-0.948,0.942,-0.218,-14.024,56.555,-105.152
2282,-1.021,0.889,-0.175,-22.713,53.841,-92.5
2283,-1.113,0.852,-0.141,-28.079,62.226,-76.707
2284,-1.219,0.845,-0.086,-34.512,78.445,-60.122
2285,-1.335,0.809,0.026,-43.384,88.689,-45.945
2286,-1.453,0.722,0.098,-50.091,87.561,-34.451
2287,-1.493,0.588,0.147,-55.762,73.049,-27.195
2288,-1.417,0.433,0.221,-55.915,50.305,-23.72
2289,-1.325,0.363,0.28,-46.372,33.201,-22.165
2290,-1.123,0.357,0.276,-37.134,37.378,-23.72
2291,-0.902,0.374,0.265,-26.921,60.915,-28.201
2292,-0.83,0.446,0.245,-19.695,103.598,-32.988
2293,-0.822,0.517,0.245,-20.335,156.006,-40.64
2294,-0.93,0.566,0.242,-28.14,188.537,-49.634
2295,-1.175,0.623,0.236,-39.116,182.927,-59.085
2296,-1.219,0.732,0.166,-46.646,146.402,-69.878
2297,-1.05,0.905,-0.01,-49.878,100.427,-79.482
2298,-0.875,1.217,-0.217,-48.14,77.348,-82.835
2299,-0.819,1.581,-0.37,-52.805,91.159,-83.933
2300,-0.976,1.794,-0.544,-71.677,122.957,-88.201
2301,-1.606,1.82,-0.778,-104.512,127.927,-90.03
2302,-2.445,1.753,-0.986,-142.957,79.329,-79.817
2303,-3.011,1.749,-1.279,-174.482,-11.555,-51.159
2304,-3.231,1.763,-1.571,-209.177,-88.75,-3.75
2305,-3.227,1.719,-1.712,-241.738,-102.805,60.64
2306,-3.398,1.632,-1.82,-264.329,-64.512,135.03
2307,-3.762,1.442,-1.84,-276.89,-9.787,209.573
2308,-4.178,1.15,-1.731,-283.78,20.183,279.695
2309,-4.557,0.8,-1.74,-288.415,5.152,344.695
2310,-4.55,0.324,-1.826,-290.549,-37.256,411.585
2311,-4.329,-0.131,-1.844,-288.171,-67.835,474.329
2312,-3.986,-0.556,-1.708,-285.579,-62.073,523.323
2313,-3.668,-0.967,-1.526,-269.939,-42.53,564.97
2314,-3.139,-1.356,-1.173,-245.335,-18.11,592.957
2315,-2.257,-1.901,-0.934,-215.732,-0.854,584.482
2316,-1.304,-2.344,-0.866,-176.128,9.512,532.439
2317,-0.294,-2.418,-0.646,-127.439,36.768,447.012
2318,0.534,-2.375,-0.501,-95.732,69.97,353.354
2319,0.793,-2.265,-0.292,-92.439,94.848,264.512
2320,0.644,-2.415,0.142,-115.64,84.543,177.5
2321,0.504,-3.034,0.23,-149.146,8.476,89.604
2322,0.669,-3.462,0.358,-162.683,-77.134,2.409
2323,1.004,-3.398,0.752,-151.159,-100.091,-91.189
2324,0.834,-3.119,1.051,-122.348,-71.646,-159.817
2325,0.207,-2.845,1.305,-73.72,-39.543,-197.683
2326,-0.436,-2.48,1.332,-10.915,-32.835,-220.732
2327,-0.849,-1.984,1.02,59.665,-35.549,-226.25
2328,-1.068,-1.481,0.644,125.976,-16.341,-220.183
2329,-1.258,-1.003,0.168,173.994,20.152,-206.707
2330,-1.436,-0.509,-0.278,202.012,52.073,-186.524
2331,-1.57,-0.025,-0.59,209.695,62.256,-169.207
2332,-1.703,0.37,-0.9,200.061,38.537,-160.793
2333,-1.829,0.72,-1.074,180.793,-9.421,-155.091
2334,-1.793,1.016,-1.091,154.238,-56.189,-148.384
2335,-1.657,1.191,-1.018,123.476,-86.768,-138.78
2336,-1.589,1.254,-0.885,95.091,-91.037,-125.183
2337,-1.607,1.419,-0.741,80.915,-74.177,-107.104
2338,-1.672,1.75,-0.594,78.567,-51.433,-85.244
2339,-1.811,2.09,-0.501,75.579,-31.037,-62.591
2340,-2.04,2.315,-0.426,64.97,-24.878,-39.238
2341,-2.328,2.393,-0.29,47.226,-46.616,-13.11
2342,-2.536,2.34,-0.149,28.689,-95.488,18.232
2343,-2.432,2.201,-0.014,14.604,-146.25,57.53
2344,-2.206,2.052,0.106,5.762,-173.476,103.171
2345,-2.107,1.888,0.151,-0.701,-169.573,143.598
2346,-2.025,1.692,0.183,-4.39,-156.128,177.439
2347,-1.881,1.42,0.248,-5.183,-151.555,206.402
2348,-1.667,1.135,0.277,-1.402,-157.744,228.933
2349,-1.381,0.833,0.234,3.628,-170.976,240.64
2350,-1.041,0.536,0.158,9.634,-185.335,238.963
2351,-0.652,0.301,0.098,18.476,-193.811,225.854
2352,-0.193,0.075,0.047,27.5,-192.988,201.616
2353,0.226,-0.124,0.044,35.793,-181.768,170.976
2354,0.456,-0.192,0.055,42.835,-161.006,137.927
2355,0.481,-0.208,0.035,42.774,-143.72,99.451
2356,0.442,-0.306,0.021,34.116,-142.927,52.622
2357,0.399,-0.465,0.002,25.305,-159.268,-1.921
2358,0.341,-0.579,-0.027,19.97,-183.506,-57.439
2359,0.281,-0.619,-0.032,14.817,-207.561,-107.591
2360,0.266,-0.613,-0.013,11.494,-225.396,-150.03
2361,0.211,-0.581,-0.058,10.274,-228.689,-182.439
2362,0.057,-0.578,-0.182,9.665,-212.47,-207.561
2363,-0.082,-0.618,-0.33,14.207,-186.494,-230.335
2364,-0.158,-0.643,-0.438,25.244,-156.402,-250.64
2365,-0.142,-0.596,-0.538,40.213,-116.616,-265
2366,-0.124,-0.491,-0.604,56.372,-75.213,-274.543
2367,-0.183,-0.367,-0.632,69.573,-39.848,-278.201
2368,-0.294,-0.213,-0.697,79.146,-13.872,-277.317
2369,-0.393,-0.026,-0.825,86.067,-0.61,-275.61
2370,-0.408,0.131,-0.955,90.457,3.506,-276.067
2371,-0.278,0.285,-1.042,94.146,17.409,-280.091
2372,-0.068,0.458,-1.092,98.506,47.134,-285.732
2373,-0.029,0.572,-1.113,97.896,89.36,-288.872
2374,-0.262,0.641,-1.038,91.585,145.03,-288.75
2375,-0.469,0.726,-0.982,80.854,195.915,-290.762
2376,-0.624,0.863,-0.958,71.494,213.598,-291.677
2377,-0.795,1.047,-0.928,56.494,212.896,-286.402
2378,-0.844,1.182,-0.945,31.707,207.561,-286.677
2379,-0.784,1.282,-0.887,4.268,204.604,-292.134
2380,-0.874,1.27,-0.656,-28.293,212.134,-294.421
2381,-1.261,1.186,-0.435,-56.646,225.366,-287.47
2382,-1.823,1.201,-0.311,-72.317,228.872,-270.427
2383,-2.285,1.435,-0.275,-80.061,213.598,-244.97
2384,-2.448,1.649,-0.231,-91.86,181.768,-219.085
2385,-2.41,1.675,-0.301,-105.976,147.713,-191.067
2386,-2.497,1.528,-0.372,-122.896,126.098,-161.189
2387,-2.538,1.384,-0.381,-136.86,120.793,-125
2388,-2.508,1.447,-0.407,-144.695,116.555,-82.47
2389,-2.656,1.621,-0.44,-159.787,109.756,-47.409
2390,-2.887,1.576,-0.478,-187.043,88.14,-23.567
2391,-3.095,1.511,-0.662,-208.049,45.488,5.793
2392,-3.363,1.448,-0.824,-228.598,6.22,38.933
2393,-3.532,1.31,-0.988,-241.25,-18.018,81.89
2394,-3.566,1.378,-1.166,-233.323,-22.744,141.463
2395,-3.65,1.465,-1.366,-227.774,1.646,199.024
2396,-4.145,1.36,-1.639,-236.768,22.591,249.451
2397,-4.863,1.132,-1.849,-256.524,7.165,300.213
2398,-5.19,0.813,-2.064,-282.53,-39.604,358.963
2399,-5.035,0.345,-2.165,-315.854,-91.799,420.305
2400,-4.615,-0.162,-2.114,-331.311,-122.317,481.86
2401,-4.184,-0.692,-1.812,-330.701,-115.64,541.555
2402,-3.595,-1.308,-1.362,-312.195,-90.122,583.963
2403,-2.84,-1.972,-1.147,-270.701,-68.933,594.512
2404,-2.036,-2.508,-1.227,-208.079,-52.896,567.073
2405,-1.09,-2.822,-1.286,-145.305,-20.945,503.902
2406,0.009,-2.826,-0.979,-106.677,34.146,413.933
2407,0.521,-2.693,-0.684,-109.726,66.646,324.482
2408,0.527,-2.725,-0.547,-151.524,56.341,246.128
2409,0.778,-3.014,-0.374,-187.104,-0.335,154.482
2410,1.11,-3.191,-0.071,-203.415,-60.03,56.494
2411,1.159,-3.127,0.477,-204.39,-76.494,-27.622
2412,0.864,-2.977,1.039,-185.945,-78.415,-90
2413,0.486,-2.708,1.392,-144.604,-90,-131.921
2414,0.27,-2.312,1.504,-81.707,-92.927,-162.256
2415,0.016,-1.84,1.339,-7.226,-67.866,-175.732
2416,-0.34,-1.376,0.999,68.567,-20.061,-174.482
2417,-0.774,-0.9,0.573,135.061,19.817,-163.963
2418,-1.193,-0.354,0.118,181.616,30.457,-148.262
2419,-1.46,0.156,-0.333,201.402,11.89,-134.085
2420,-1.459,0.598,-0.69,201.829,-19.634,-122.134
2421,-1.272,0.983,-0.816,183.841,-42.683,-110.823
2422,-1.131,1.286,-0.756,149.268,-46.25,-99.817
2423,-1.162,1.43,-0.615,107.835,-45.701,-91.829
2424,-1.259,1.446,-0.416,72.561,-53.841,-90.457
2425,-1.311,1.46,-0.202,51.402,-67.988,-90.396
2426,-1.381,1.424,0.003,36.524,-81.433,-88.72
2427,-1.495,1.268,0.151,27.134,-91.128,-85.427
2428,-1.592,1.104,0.232,30.183,-102.927,-76.616
2429,-1.594,0.972,0.275,42.713,-116.707,-66.128
2430,-1.443,0.831,0.277,57.683,-124.36,-61.616
2431,-1.258,0.719,0.221,73.232,-125.305,-61.89
2432,-1.112,0.625,0.12,86.646,-118.659,-64.39
2433,-1.038,0.557,0.017,96.982,-108.445,-69.543
2434,-0.981,0.519,-0.084,101.189,-98.354,-79.177
2435,-0.908,0.454,-0.176,99.39,-96.89,-93.018
2436,-0.888,0.419,-0.21,93.994,-106.738,-109.36
2437,-0.89,0.427,-0.234,85.701,-125.579,-127.744
2438,-0.81,0.409,-0.283,80.03,-145.366,-145.915
2439,-0.66,0.42,-0.334,79.939,-149.36,-157.47
2440,-0.593,0.454,-0.391,77.53,-130.671,-165.061
2441,-0.574,0.431,-0.45,73.079,-96.524,-175.091
2442,-0.546,0.387,-0.52,73.598,-63.659,-184.512
2443,-0.585,0.392,-0.581,75.61,-40.823,-190.122
2444,-0.719,0.433,-0.583,73.079,-30.945,-194.268
2445,-0.802,0.456,-0.562,66.86,-30.915,-198.171
2446,-0.729,0.47,-0.55,58.872,-36.738,-198.201
2447,-0.589,0.45,-0.541,48.201,-39.451,-191.372
2448,-0.555,0.413,-0.527,38.476,-32.104,-180.152
2449,-0.601,0.392,-0.489,29.848,-18.079,-168.262
2450,-0.615,0.402,-0.326,23.445,-5.671,-159.146
2451,-0.608,0.417,-0.076,18.537,-2.591,-153.933
2452,-0.598,0.408,0.074,17.805,-10.823,-150.457
2453,-0.55,0.387,0.155,21.311,-24.085,-144.939
2454,-0.455,0.429,0.183,33.232,-30.122,-139.024
2455,-0.353,0.582,0.15,50.823,-22.866,-135.64
2456,-0.324,0.71,0.15,59.39,-2.53,-139.238
2457,-0.403,0.713,0.244,59.573,26.799,-148.75
2458,-0.523,0.688,0.239,65.732,56.22,-157.073
2459,-0.587,0.713,0.113,74.329,81.28,-159.36
2460,-0.636,0.769,-0.052,75.823,111.098,-156.799
2461,-0.726,0.861,-0.223,76.22,149.024,-148.72
2462,-0.887,1.02,-0.321,73.354,183.933,-135.061
2463,-1.076,1.193,-0.411,60.732,200.823,-121.311
2464,-1.24,1.379,-0.514,43.049,193.689,-110.396
2465,-1.334,1.558,-0.63,19.36,170.854,-102.195
2466,-1.414,1.63,-0.76,-11.494,144.543,-95.915
2467,-1.579,1.69,-0.904,-41.982,124.116,-85.366
2468,-1.752,1.799,-1.036,-74.085,109.299,-71.738
2469,-1.921,1.794,-1.13,-114.207,92.652,-59.512
2470,-2.106,1.671,-1.14,-153.506,78.567,-41.524
2471,-2.261,1.567,-1.121,-186.341,66.433,-13.018
2472,-2.428,1.488,-1.081,-215.671,58.262,19.39
2473,-2.466,1.444,-1.062,-238.78,58.933,55.915
2474,-2.566,1.48,-1.026,-255.884,63.415,100.091
2475,-2.873,1.481,-1.008,-275.61,66.433,144.482
2476,-3.247,1.336,-0.982,-297.104,53.323,184.878
2477,-3.551,1.088,-0.958,-312.47,20.457,225.427
2478,-3.808,0.895,-0.972,-307.927,-25.427,270.732
2479,-4.027,0.754,-0.95,-293.963,-55.366,319.238
2480,-4.124,0.479,-0.929,-277.957,-53.628,372.591
2481,-4.325,0.281,-0.944,-254.482,-32.073,436.22
2482,-4.573,0.074,-0.913,-248.598,-2.165,498.14
2483,-4.722,-0.286,-0.928,-249.634,-5.701,545.671
2484,-4.384,-0.725,-0.79,-239.482,-41.738,578.354
2485,-3.351,-1.264,-0.679,-204.268,-85.122,588.537
2486,-2.174,-1.735,-0.733,-153.049,-95.335,567.317
2487,-1.025,-1.983,-0.773,-100.457,-40.945,508.11
2488,0.028,-2.088,-0.779,-55.701,54.36,420.61
2489,0.519,-1.945,-0.717,-41.982,137.622,332.652
2490,0.402,-1.618,-0.609,-68.689,154.421,249.39
2491,0.308,-1.629,-0.521,-121.921,89.207,164.421
2492,0.629,-2.024,-0.477,-176.037,-6.006,67.195
2493,1.031,-2.31,-0.271,-206.921,-62.591,-25.183
2494,1.044,-2.404,0.254,-218.506,-49.787,-88.598
2495,0.48,-2.393,0.718,-209.695,-14.299,-132.652
2496,-0.27,-2.294,1.049,-173.811,-9.451,-161.098
2497,-0.772,-2.055,1.265,-114.878,-32.713,-176.311
2498,-0.999,-1.699,1.25,-44.146,-56.098,-175.64
2499,-0.955,-1.288,1.051,28.72,-51.433,-163.537
2500,-0.882,-0.861,0.727,90.244,-20.976,-148.232
2501,-0.917,-0.453,0.327,133.902,11.89,-131.28
2502,-0.962,-0.074,-0.041,161.829,26.189,-115.976
2503,-0.968,0.314,-0.357,174.817,18.018,-105.823
2504,-0.957,0.683,-0.569,171.22,-2.317,-101.616
2505,-0.937,0.955,-0.664,151.372,-23.628,-101.372
2506,-0.959,1.104,-0.699,122.012,-39.665,-102.012
2507,-1.032,1.221,-0.659,93.049,-43.902,-100.884
2508,-1.133,1.38,-0.507,71.433,-42.744,-94.146
2509,-1.284,1.51,-0.332,54.238,-45.335,-83.476
2510,-1.496,1.59,-0.144,42.805,-55.945,-69.36
2511,-1.607,1.706,0.016,41.585,-69.268,-48.537
2512,-1.555,1.829,0.106,44.085,-79.024,-21.098
2513,-1.598,1.886,0.165,42.866,-84.177,7.713
2514,-1.732,1.849,0.184,38.872,-88.079,32.134
2515,-1.748,1.751,0.196,36.799,-100.183,55.579
2516,-1.649,1.649,0.19,36.707,-114.207,79.543
2517,-1.526,1.538,0.168,35.945,-124.451,100.671
2518,-1.392,1.371,0.153,33.872,-134.482,115.823
2519,-1.204,1.149,0.163,31.829,-147.927,122.957
2520,-0.921,0.893,0.165,30.701,-160.701,123.049
2521,-0.623,0.639,0.147,30.701,-167.104,116.616
2522,-0.376,0.447,0.135,35.061,-166.402,104.726
2523,-0.154,0.324,0.086,42.988,-159.604,85.061
2524,0.065,0.243,0.023,48.14,-148.537,56.494
2525,0.283,0.167,-0.034,48.018,-134.543,21.494
2526,0.415,0.074,-0.126,45.152,-125.854,-18.872
2527,0.408,-0.029,-0.195,39.695,-123.628,-61.22
2528,0.384,-0.091,-0.141,32.988,-119.695,-101.433
2529,0.337,-0.127,-0.033,21.402,-116.006,-140.762
2530,0.206,-0.194,-0.046,4.451,-114.36,-177.134
2531,0.03,-0.26,-0.168,-11.494,-117.866,-205.427
2532,-0.087,-0.321,-0.302,-20.03,-123.872,-228.232
2533,-0.139,-0.379,-0.397,-17.073,-122.53,-245.884
2534,-0.176,-0.378,-0.401,-5.945,-105.091,-255.61
2535,-0.184,-0.323,-0.382,10.427,-76.677,-261.25
2536,-0.19,-0.24,-0.349,28.11,-43.689,-263.262
2537,-0.216,-0.145,-0.358,40.396,-3.994,-260.518
